OrganisationURL,OrganisationLabel,SiteReference,PreviouslyPartof,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionTyne,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,Part2,NonHousingDevelopment,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDateBR,LastUpdatedDate,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,4430,,"PB9 - Pottery Bank Site Walker, Newcastle - Combination of 4430 and 4431",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.550672443,54.96293858,2.45,Owned by a Public Authority,,Not Permissioned,,,,,66,,,,66,80,,,,2017-12-19,2019-02-15,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,4654,,"Land at former Heaton Depot and Heaton Down Yard, Marleen Avenue, Heaton",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.572287756,54.98431837,4.2,Owned by a Public Authority,,Not Permissioned,,,,,135,,,,135,165,,,,2017-12-19,2019-02-16,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,4709,,Newcastle City Heliport,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.627959588,54.9614954,2.31,Not Owned by a Public Authority,,Not Permissioned,,,,,153,,,,153,187,,,,2017-12-19,2019-02-17,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,4759,,"Kelly Plant, Foundry Lane, Newcastle",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.590305037,54.97527397,0.1,Not Owned by a Public Authority,,Not Permissioned,,,,,9,,,,9,11,,,,2017-12-19,2019-02-18,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,4848,,"Warwick House, Grantham Road, Sandyford, Newcastle",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.600589851,54.98089466,0.17,Not Owned by a Public Authority,Yes,Not Permissioned,,,,,95,,,,95,116,,,,2018-12-17,2019-02-19,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5004,,"Land to the south of Ayton Street, Byker",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.571848395,54.97073917,0.24,Owned by a Public Authority,,Not Permissioned,,,,,9,,,,9,11,,,,2017-12-19,2019-02-20,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5103,,Land West of Newbiggin Hall Shopping Centre,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.688625406,55.0064542,0.89,Owned by a Public Authority,Yes,Pending decision,,,,,39,,,,43,47,,,,2018-12-17,2019-02-21,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5203,,Newburn Riverside,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.721526239,54.97256978,36.28,Not Owned by a Public Authority,,Not Permissioned,,,,,900,,,,900,1100,,,,2017-12-19,2019-02-22,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5239,,"Land at Henderson Hall, Red Hall Drive",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.570754544,54.99872174,1.68,Not Owned by a Public Authority,,Not Permissioned,,,,,90,,,,90,110,,,,2018-12-17,2019-02-23,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5245,,"Site of former Cowgate Leisure Centre, Springfield Road",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.660586469,54.99842484,0.47,Owned by a Public Authority,,Not Permissioned,,,,,15,,,,15,19,,,,2017-12-19,2019-02-24,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5305,,Land to the east of Matthew Bank,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.605217388,54.99983201,2.27,Owned by a Public Authority,,Not Permissioned,,,,,47,,,,47,57,,,,2017-12-19,2019-02-25,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5404,,6 and 8 Spring Street and 60 and 62 Pitt Street,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.626205307,54.97475519,0.05,Not Owned by a Public Authority,,Not Permissioned,,,,,9,,,,9,11,,,,2017-12-19,2019-02-26,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5415,,Sheriff Leas - Corner of Stamfordham Road/Springfield Road,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.661833728,54.99414283,0.5,Owned by a Public Authority,Yes,Permissioned,Full planning permission,22/12/2016,,,18,"Erection of 10 no bungalows, 2 storey block of 8 no apartments with associated car parking and landscaping following demolition of former YHN offices",,,,,,,,2017-12-19,2019-02-27,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5421,,Land at Chalfront Road,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.553294533,54.9673343,0.69,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,30/03/2017,,,40,"Erection of 40 no dwellings (comprising of 32 no 2 and 3 bedroom two-storey houses and 8 no 1 bedroom apartments) with associated landscaping, highways and access (as amended by plans received 10 November 2016)",,,,,,,,2017-12-19,2019-02-28,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5425,,"Sandyford House, South Jesmond, Newcastle",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.60487549,54.98110979,0.07,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,20/07/2018,,,57,"Proposed extension and external alterations to Sandyford House, including the erection of four additional storeys to the existing building and 14 storey extensions to east and north elevations and change of use from offices (Class B1) to create 57 apartments (Class C3) on parts of the first to thirteenth floors and change of use of and extension to ground and lower ground floors to create commercial retail/financial and professional services/restaurant/drinking establishment units (Class A1 and/or A2 and /or A3 and/or A4) with erection of an associated cycle storage building to the east and landscaping works as amended.",,change of use of and extension to ground and lower ground floors to create commercial retail/financial and professional services/restaurant/drinking establishment units (Class A1 and/or A2 and /or A3 and/or A4) with erection of an associated cycle storage building to the east and landscaping works as amended.,,,,,,2017-12-19,2019-03-01,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5466,,"Coniston Court, Slatyford Lane",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.675780688,54.98786129,0.44,Owned by a Public Authority,Yes,Permissioned,Full planning permission,21/07/2017,,,34,Outline Application: Demolition of existing sheltered housing building and erection of up to 34 residential units for older persons (Class C3) with all matters reserved and stopping up of footpath between Slatyford Lane and Silver Lonnen.,,,,,,,,2017-12-19,2019-03-02,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5507,,"Former Newburn Hotel, Station Road, Newcastle",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.74362925,54.98232223,0.08,Not Owned by a Public Authority,,Not Permissioned,,,,,8,,,,8,10,,,,2017-12-19,2019-03-03,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5527,,"Former Salvation Army City Temple, 144 - 146 Westgate Road",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.621504716,54.97101161,0.09,Not Owned by a Public Authority,,Not Permissioned,,,,,24,,,,24,30,,,,2017-12-19,2019-03-04,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5660,,"Yewcroft Avenue, Newcastle",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.684518626,54.97469319,1.26,Owned by a Public Authority,Yes,Permissioned,Full planning permission,01/02/2017,,,42,Erection of 42 single storey 1 and 2 bedroom bungalows with associated landscaping and parking.,,,,,,,,2017-12-19,2019-03-05,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5681,,Eldon House Regent Farm Road Gosforth Newcastle upon Tyne,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.624187,55.011628,0.08,Not Owned by a Public Authority,,Permissioned,Other,26/09/2017,,,66,Notification of Prior Approval: Change of use of offices (Class B1a) to 66 residential dwellings (Class C3),,,,,,,,2018-12-17,2019-03-06,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5682,,"Arden House, Regent Farm Road, Gosforth",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.622687362,55.01127828,0.08,Not Owned by a Public Authority,,Permissioned,Other,08/07/2015,,,72,Notification of Prior Approval: Change of use of offices (Class B1a) to 72 residential dwellings (Class C3),,,,,,,,2017-12-19,2019-03-07,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5683,,"Dobson House, Regent Farm Road, Gosforth",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.623196945,55.01110859,0.16,Not Owned by a Public Authority,,Permissioned,Full planning permission,08/07/2015,,,36,Notification of Prior Approval: Change of use of offices (Class B1a) to 36 residential dwellings (Class C3),,,,,,,,2017-12-19,2019-03-08,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5684,,"Eldon House East, Regent Farm Road, Gosforth",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.623537128,55.01140641,0.1,Not Owned by a Public Authority,Yes,Permissioned,Other,26/09/2017,,,66,Notification of Prior Approval: Change of use of offices (Class B1a) to 66 residential dwellings (Class C3),,,,,,,,2017-12-19,2019-03-09,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5685,,"Horsley House, Regent Farm Road",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.625044566,55.0118592,0.15,Not Owned by a Public Authority,,Permissioned,Other,26/09/2017,,,118,Notification of Prior Approval: Change of use of offices (Class B1a) to 118 residential dwellings (Class C3),,,,,,,,2017-12-19,2019-03-10,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5687,,86 - 88 Shields Road,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.583258938,54.97663712,0.01,Not Owned by a Public Authority,,Not Permissioned,,,,,7,,,,7,9,,,,2017-12-19,2019-03-11,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5694,,"Rialto Apartments, Melbourne Street",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.603780312,54.97255838,0.01,Not Owned by a Public Authority,,Not Permissioned,,,,,6,,,,6,8,,,,2017-12-19,2019-03-12,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5695,,"Throckley Nursing Home, Ponteland Road, Throckley",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.75489934,54.99636183,0.21,Not Owned by a Public Authority,,Not Permissioned,,,,,23,,,,23,28,,,,2017-12-19,2019-03-13,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5699,,27 Ridley Place,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.611650337,54.97741235,0.01,Not Owned by a Public Authority,,Not Permissioned,,,,,5,,,,5,6,,,,2018-12-17,2019-03-14,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5713,,"Union Chambers, 41 Grainger Street",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.616070981,54.9707413,0.06,Not Owned by a Public Authority,,Not Permissioned,,,,,11,,,,11,13,,,,2017-12-19,2019-03-15,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5772,,"Abigail House Nursing And Residential Home, 173 West Avenue, Westerhope",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.693612085,54.99595394,0.12,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,12/02/2016,,,9,"Change of use of residential care home to 9 No. apartments (Class C3), erection of two storey extension to rear, alterations to elevations, provision of 12 car parking spaces, cycle storage & associated works as amended by plans received 29 January 2016.",,,,,,,,2017-12-19,2019-03-16,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5796,,32 - 34 Wingrove Road,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.647514246,54.97589728,0.02,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,19/04/2016,,,6,Change of use of part of care home (Class C2) to 6 no apartments (Class C3) with associated car parking and bin storage as amended.,,,,,,,,2017-12-19,2019-03-17,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5816,,"Land To Rear of 160 West Avenue, Westerhope",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.694120729,54.99652537,0.13,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,09/06/2016,,,5,Erection of 5 no terraced/semi-detached dwellings with associated hard and soft landscaping following demolition of existing buildings.,,,,,,,,2017-12-19,2019-03-18,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5834,,"Church Walk centre, Berry Close, Walker",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.545087715,54.97416641,0.99,Owned by a Public Authority,,Not Permissioned,,,,,61,,,,61,75,,,,2018-12-17,2019-03-19,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5858,,"Gas Holder site to East of Pottery Bank, Walker, Newcastle",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.546529311,54.96467518,1.55,Not Owned by a Public Authority,,Not Permissioned,,,,,54,,,,54,66,,,,2017-12-19,2019-03-20,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5860,,35 Grosvenor Place,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.603090227,54.99109193,0.03,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,14/10/2016,,,6,"Change of use from former care home (Class C2) to 6 flats (Class C3), erection of full length dormer to rear, raising of rear offshot roof, alterations to elevations including replacement of 2 No dormer windows to front elevation and associated car parking following demolition of existing outbuildings and boundary wall (additional plans received 30 September 2016) (amended by plans received 13 October 2016)",,,,,,,,2017-12-19,2019-03-21,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5861,,37 Grosvenor Place,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.603053197,54.99119266,0.03,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,14/10/2016,,,6,"Change of use from former care home (Class C2) to 6 flats (Class C3), raising of rear offshot roof, alterations to elevations and associated car parking following demolition of existing outbuildings and boundary wall (amended by plans received 13 October 2016)",,,,,,,,2017-12-19,2019-03-22,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5863,," Manor View House, Kings Manor, Newcastle upon Tyne, NE1 6PA",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.60614,54.973433,0.2,Not Owned by a Public Authority,Yes,Permissioned,Outline Planning Permission,09/11/2016,,,60,Outline Planning Application: Demolition of existing building and erection of a student accommodation building of up to 8 and 9 storeys (up to 56.8m AOD and 59.8m AOD) and ancillary facilities with all matters reserved except scale as amended by plans received 28 September and 18 October 2016,,,,,,,,2018-12-17,2019-03-23,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5864,,"Uptin House, Stepney Road",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.59565058,54.97670673,0.19,Not Owned by a Public Authority,,Permissioned,Full planning permission,11/11/2016,,,111,"Demolition of Uptin House and erection of part 4 storey part 5 storey student accommodation block incorporating 19 no. cluster flats and 92 no. studios (Class C3/C4, sui generis) with associated cycle / bin storage and landscaping.",,,,,,,,2017-12-19,2019-03-24,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5870,,"Newcastle Technopole, Kings Manor",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.605828664,54.97385062,0.21,Not Owned by a Public Authority,,Permissioned,Full planning permission,30/08/2018,,,162,"The erection of student accommodation in two buildings 8-12 storeys high comprising 535 bed spaces within a total of 162 apartments (75 apartments Class C3 and 87 apartments Class C4), including management suite, 62 cycle spaces, associated access arrangements, servicing and external landscaping",,,,,,,,2017-12-19,2019-03-25,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5877,,43-45 Benwell Grove,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.652173023,54.97522231,0.03,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,30/09/2016,,,6,"Demolition of 43-45 Benwell Grove and erection of 2.5 storey building to form 3 commercial units with roller shutters on ground floor commercial units only (Classes A1, A2 and A3) on ground floor with 6 residential units (Class C3) on first floor and in roof space with ATM machine located on West Road elevation (as amended by plans received 25 August 2016 and 30 August 2016)",,"3 commercial units with roller shutters on ground floor commercial units only (Classes A1, A2 and A3) on ground floor",,,,,,2017-12-19,2019-03-26,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5879,,Car Park Adjacent To 26 Saint Marys Place,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.611145172,54.9777542,0.01,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,19/10/2016,,,7,Erection of 5 storey building consisting of office space (Class B1) to ground floor and 7 No. 1 bed student flats to upper floors (Class C3) as amended by drawings and information received 12.10.2016.,,Erection of 5 storey building consisting of office space (Class B1) to ground floor ,,,,,,2017-12-19,2019-03-27,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5909,,Land at Formerly 48 Chillingham Road,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.57481,54.981649,0.16,Not Owned by a Public Authority,,Permissioned,Outline Planning Permission,24/11/2016,,,10,"Outline application for erection of 3 storey student accommodation development comprising 10 x 6 bedroom HMO flats ( Use Class C4)  following demolition of warehouse (with details of access and scale submitted and reserved matters for appearance, landscaping and layout) (as amended by plans received 16 March 2016).",,,,,,,,2017-12-19,2019-03-28,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5933,,"Land at Clumber Street North, Elswick",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.63866748,54.96530795,0.5,Owned by a Public Authority,Yes,Permissioned,Full planning permission,06/07/2017,,,20,Outline Application:  Erection of 20 Affordable Rented Assisted Living apartments for older people with Dementia (Class C3) comprising 14 no. one and 6 no. two bedroom units; a maximum of three storeys high,,,,,,,,2017-12-19,2019-03-29,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5948,,"Floors 1, 2 And 3, 121-127 Grainger Street",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.614188397,54.97287424,0.02,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,28/02/2017,,,10,Change of use of first floor from therapy and massage centre (Class D1) and second and third floors from offices (Class B1) to 10 flats Class C3) and alterations to elevations as amended by plans received 2 and 9 February 2017,,,,,,,,2017-12-19,2019-03-30,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5964,,Eagle Star House Regent Farm Road Gosforth Newcastle upon Tyne,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.622337,55.010436,0.05,Not Owned by a Public Authority,,Pending decision,,,,,49,,,,38,59,,,,2018-12-17,2019-03-31,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5966,,Central Newcastle High School 3 And 5 Eskdale Terrace Newcastle upon Tyne NE2 4DJ,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.606745,54.983482,0.04,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,21/08/2017,,,7,"Change of use of educational use (Class D1) to 2 no 1 bedroom flats and 5 no 2 bedroom flats (Class C3), 2 dormer extensions to front, 1 rooflight to rear, provision of cycle and refuse storage, as amended by plans received 31 July 2017 (amended description)",,,,,,,,2018-12-17,2019-04-01,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5983,, West Jesmond Avenue,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.608441,54.99224,0.17,Not Owned by a Public Authority,,Not Permissioned,,,,,9,,,,9,11,,,,2018-12-17,2019-04-02,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5990,,"Whickham View, Scotswood",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.677636,54.974209,0.66,Not Owned by a Public Authority,,Not Permissioned,,,,,77,,,,77,94,,,,2018-12-17,2019-04-03,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,5994,,Key House Tankerville Place Newcastle upon Tyne NE2 3AT,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.60708,54.989153,0.06,Not Owned by a Public Authority,,Permissioned,Other,02/02/2018,,,15,Notification of Prior Approval: Change of use of offices (Class B1a) to 15 studio apartments (Class C3),,,,,,,,2018-12-17,2019-04-04,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,6004,,"47 Bath Lane
Newcastle upon Tyne NE4 5SP",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.620633,54.970585,0.06,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,27/04/2018,,,21,Erection of 7 storey building containing 16no. 2 bed and 5No. 1 bed residential apartments (Class C3) with associated cycle parking,,,,,,,,2018-12-17,2019-04-05,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,6007,,Central Newcastle High School Eskdale Terrace Newcastle upon Tyne NE2 4DJ,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.606789,54.983814,0.3,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,18/05/2018,,,63,"Demolition of existing buildings and re development to provide 63 retirement apartments (class C3) with shared facilities, alterations to front boundary walls, piers and gates, provision of 40 car parking spaces, cycle parking, refuse storage, first floor amenity deck and boundary treatment to rear as amended by plans received 25 January and 16 February 2018",,,,,,,,2018-12-17,2019-04-06,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,6011,,Ron Eager House 214 Westgate Road Newcastle upon Tyne NE4 6AN,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.625312,54.971382,0.02,Not Owned by a Public Authority,,Not Permissioned,,,,,5,,,,5,6,,,,2018-12-17,2019-04-07,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,6016,,Saint Annes Convent 7-8 Summerhill Grove,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.627309,54.969968,0.07,Not Owned by a Public Authority,,Not Permissioned,,,,,8,,,,8,10,,,,2018-12-17,2019-04-08,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,6017,,Saint Barnabus And Saint Jude Church Centre Greystoke Avenue,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.594531,54.982947,0.04,Not Owned by a Public Authority,,Not Permissioned,,,,,8,,,,8,10,,,,2018-12-17,2019-04-09,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,6019,,"Former LTH Warehouse, Pitt Street/Wellington Street",https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,OSGB36,-1.626076,54.974862,0.05,Not Owned by a Public Authority,Yes,Permissioned,Full planning permission,18/07/2018,,,63,"Demolition of warehouse (Class B8) and erection of building 3-9 storeys high comprising of 63 studio apartments (Class C3), public realm and landscaping, access and servicing arrangements and other associated works as amended by plans received 1 December 2017, 16 March 2018 and details received 26 and 29 March 2018",,,,,,,,2018-12-17,2019-04-10,,
