OrganistionURI,OrganistionLabel,Site Reference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateRefernceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HAP/0030,,"""Land to rear of 45-51 Percy Road / 15-17 Eaton Road, Handbridge""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825670.333,-192921.6547,340828,365335,0.29,mixed ownership,,not permissioned,,,,,8,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HAP/0032,,"""Land to rear of 2 -14 Bradford Street, Handbridge, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825598.843,-192866.1116,340881,365427,0.14,not owned by a public authority,yes,permissioned,full planning permission,12/01/2016,,,5,"""Demolition of existing depot shed, erection of five three bedroom terrace houses with parking and refuse collection point""",,,,,,,08/02031/FUL 13/02232/EXT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HAP/0033,,"""Watertower off Eaton Mews, Handbridge""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825708.835,-193099.1563,340652,365278,0.33,not owned by a public authority,,not permissioned,,,,,7,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HEL/0003,,"""The Chase - Former Horse And Jockey, Chester Road, Helsby""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817520.728,-184130.1904,349327,375936,0.32,not owned by a public authority,yes,permissioned,full planning permission,12/11/2015,,,14,"""Conversion and alteration of existing public house including demolitions and extensions to create 4 No dwellings, erection of 10 dwellings comprising of a mixture of 2 bed and 3 bed two storey dwellings, demolition of existing outbuilding including associated external works (resubmission 08-1603-FUM). (6x2 bed / 8x3bed market houses)""",,,,,,,"16/03313/FUL
14/03769/FUL
09/02434/FUL",21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HEL/0005(a),HEL/0005,"""INEOS Compounds UK Limited, Chester Road, Helsby""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818550.477,-185235.1205,348259,374598,1.88,not owned by a public authority,yes,permissioned,reserved matters approval,14/03/2014| 27/01/2015|16/3/2017,,,69,"""Demolition of existing buildings and structures and erection of up to 69 residential dwellings (use class C3) and associated access""",,,,,,,"13/02503/OUT 
16/05566/REM",21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HEL/0029(a),HEL/0029,"""MERE'S EDGE (Phase 4) site of existing Helsby Community Sports Club, between chester Road and Hornsmill Brook, Heslby""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818735.376,-185165.5035,348335,374371,1.6,not owned by a public authority,,permissioned,outline planning permission,11/10/2013|03/12/2015,,,120,"""Outline application for the construction of 96 dwellings, with associated highway improvements and landscaping. 2014 application permitted December 2015 for 120 dwellings with open space, access and associated infrastructure (incl demolition of existing buildings). 30 additional units also reamaing in permission 08/02901/OUM""",,,,,,,08/02901/OUM 14/04044/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0015,,"""Land off West Street, Hoole, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824095.029,-192589.3969,341105,367317,,not owned by a public authority,,not permissioned,,,,,,"""Residential development""",,,,,,,,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0017,,"""Hoole Road Enterprise Centre, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824269.75,-192372.3022,341328,367110,0.71,owned by a public authority,,not permissioned,,,,,32,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0018,,"""Land between Lightfoot Street/ Thomas Brassery Court / railway line, Hoole, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824390.957,-192130.3176,341574,366971,0.4,mixed ownership,,not permissioned,,,,,18,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0028,,"""Former car sales garage and public house, Hoole Bridge, Hoole Road, Hoole, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824206.981,-192497.2226,341201,367182,0.46,mixed ownership,,not permissioned,,,,,7,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0051,,"""The Grange, 1 Hoole Road, Chester CH2 3NQ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824234.909,-192421.1295,341278,367151,0.09,not owned by a public authority,yes,permissioned,full planning permission,21/10/2016,,,6,"""Conversion of office space into 6no residential apartments, consisting of 2x2bed apartments and 4x1bed apartments, and conversion of Coach House into residential storage space.""",,,,,,,16/03189/FUL,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,KIN/0011,,"""Former Delamere Forest School, Blakemere Lane, Norley, WA6 6NP""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3821163.422,-178109.5777,355469,371691,1.04,not owned by a public authority,yes,permissioned,outline planning permission,09/08/2017,,,16,"""12 market dwellings and 4 affordable dwellings and associated works""",,,,,,,,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,KIN/0018(a),KIN/0018,"""Haulage Yard, High Street, Norley, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820655.334,-176864.6917,356695,372385,0.3,not owned by a public authority,yes,permissioned,outline planning permission,31/08/2017,,,12,"""Residential development comprising six (6) market houses and six (6) affordable homes.""",,,,,,,15/01749/OUT,21/12/2017,30/12/2018
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LAC/0006,,"""Great Western House, The Sidings, Chester St, Saltney,""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825853.524,-195143.017,338615,364994,0.5,not owned by a public authority,,not permissioned,,,,,16,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LAC/0012,,"""Red Hill House, Hope Street, Saltney""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825904.886,-194983.6684,338776,364938,0.96,not owned by a public authority,,not permissioned,,,,,30,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LAC/0017,,"""4 Coronation Street, Chester, CH4 8BX""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825845.345,-194910.5266,338847,365016,0.0995,not owned by a public authority,yes,permissioned,outline planning permission,28/11/2018,,,8,"""Demolition of unit and erection of 8no residential units""",,,,,,,17/02763/OUT,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LEM/0015,,"""726 Chester Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817403.878,-195896.8076,337567,375492,0.31,not owned by a public authority,,not permissioned,,,,,10,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LNB/0028,,"""Romney Close garage site, Neston CH63 9RJ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815809.305,-203953.2336,329462,377066,0.18,owned by a public authority,yes,permissioned,full planning permission,21/11/2016,,,8,"""Demolition of existing lock-up garages and remove concrete hardstanibg and the erection of a two storey residential block containing 8x1bed apartments and 16 car parking spaces""",,,,,,,16/03082/FUL,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0007,,"""Canal Bridge House, 47 Chapel Street, Wincham, Northwich CW9 6DA""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818756.792,-166005.1264,367478,375272,0.12,not owned by a public authority,yes,permissioned,full planning permission,08/11/2010| 22/08/2014,,,7,"""Demolition of existing buildings and construction of three dwellings and six apartments with associated works / Construction of seven townhouses with associated parking""",,,,,,,09/02524/FUL  14/02588/FUL,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0019,,"""Land north of Chapel Street, Wincham""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818757.232,-166099.2331,367384,375267,1.97,not owned by a public authority,,not permissioned,,,,,55,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,,MAR/0039,,"""Land to rear of The Cedars, Chapel Lane, Wincham""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819009.013,-165849.7747,367642,374965,,,,not permissioned,,,,,105,,,,,,,,,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0059(a),MAR/0059,"""Land at 7 Tunnel Road, Barnton, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818984.005,-169956.8786,363538,374801,,not owned by a public authority,,not permissioned,,21/02/2012,,,13,,,,,,,,"08-2090-FUM 11/03583/EXT ""Demolition of existing garages and workshop and erection of 13 residential units (8 apartments and 5 dwellings) """,21/12/2017,30/12/2018
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0061,,"""Land to rear of Brown Owl PH car park, Church Road, Barnton, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818885.32,-169768.2584,363723,374933,,not owned by a public authority,,not permissioned,,,,,5,"""Residential development""",,,,,,,,21/12/2017,30/12/2018
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0062,,"""Malvern House  (adjacent to Daisy Bank), Old Road, Anderton with Marbury, Northwich. CW9 6AG""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818613.027,-168957.9793,364523,375311,0.63,not owned by a public authority,yes,permissioned,outline planning permission,06/06/2016,,,9,"""Demolition of existing buildings and redevelopment of the site for residential use  (up to nine dwellings)""",,,,,,,15/01549/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0063,,"""Garage site off Townfield Lane, Barnton, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818326.161,-170268.2313,363204,375606,0.214,not owned by a public authority,yes,permissioned,full planning permission,15/05/2018,,,6,"""Erection of 6no dwellings""",,,,,,,18/00342/FUL,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0104,,"""Black Greyhound Hotel, Hall Lane, Wincham, Northwich. CW9 6DG""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818356.9,-165293.487,368175,375804,0.78,not owned by a public authority,yes,permissioned,outline planning permission,19/07/2018,,,16,"""Demolition of existing buildings and erection of 12 apartments and 4 terraced bungalows""",,,,,,,17/03244/OUT,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,NES/0034,,"""8 to 30 Brook Street, Neston""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815441.918,-204160.5968,329242,377513,0.14,mixed ownership,,not permissioned,,,,,10,"""Neston NP site""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,NET/0005(a),,"""Land off Netherpool Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815735.382,-194673.5183,338731,377633,0.38,not owned by a public authority,,not permissioned,,,,,126,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,NET/0013,,"""Site of former Foxfields Public House, Poole Hall Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815514.739,-194631.7845,338765,377910,0.71,owned by a public authority,,not permissioned,,,,,19,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,NEW/,,"""Land off Liverpool Road (Total Fitness site), Chester",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823889.777,-193401.9532,340286,367532,0.98,not owned by a public authority,yes,not permissioned,,,,,,"""Residential development""",,,,,,,,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,PAR/0032,,"""24-28 Bridge Street, Neston, CH64 9UL""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815570.557,-204136.0629,329271,377354,,,,not permissioned,,,,,10,,,,,,,,,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0002,,"""Rossfield Park Development (Sites 2C, 3 and 4), Rossfield Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816505.409,-193736.5391,339694,376721,5.64,not owned by a public authority,,permissioned,outline planning permission,01/01/2003,,,233,"""Outline permission granted for residential development (approximately 500 units) Phases 1 and 2 = 310 units.""",,,,,,,"P/02/929 
13/01365/EXT (pending)
16/03098/CWC (pending)",21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0010,,"""Land at Crescent Road, off Meadow Lane, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816564.35,-192816.7678,340615,376694,0.7,owned by a public authority,,not permissioned,,,,,22,"""Residential development""",,,,,,,Site in Middle;Outer hazard zone,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0027,,"""Rossfield Park Development (Site 5:Rossbank Road), Ellesmere Port (Persimmon)""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816220.89,-193983.8365,339437,377063,4.87,not owned by a public authority,,permissioned,outline planning permission,31/03/2017,,,190,"""Residential development of up to 190 dwellings with access and associated works (outline) (amended resubmission of P/2--7/102/WE/904)""",,,,,,,P/02/929  10/00636/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0028,,"""Land at Rosswood Road / Rossfield Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816415.106,-194023.6472,339404,376819,0.65,not owned by a public authority,,not permissioned,,,,,20,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0029,,"""Land at Rossmore Road East / Rossfield Road North, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816025.563,-193911.9582,339502,377310,1.39,not owned by a public authority,,not permissioned,,,,,70,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0031,,"""Land south of Meadow Lane (former Van Leer / Hansteen site), Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816666.275,-192757.2699,340678,376570,3.94,not owned by a public authority,,permissioned,outline planning permission,06/12/2012,,,179,"""179 dwellings and associated works""",,,,,,,P/2009/102/WE/156  12/04513/EXT ,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0032,,"""Rear of 70-88 Grace Road, New Grosvenor Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816280.3,-193429.4101,339993,377017,0.42,not owned by a public authority,,not permissioned,,,,,13,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SAM/0083a,,"""Mollington Grange Business Park, Parkgate Road, Mollington, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3822349.044,-194856.4571,338779,369380,,not owned by a public authority,yes,permissioned,,14/11/2017,,,24,"""Change of use from office units to 24 residential units""",,,,,,,,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SHA/0002,,"""413 Manchester Road, Lostock Gralam, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819035.112,-164440.3208,369051,374999,0.53,not owned by a public authority,,not permissioned,,,,,14,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SHA/0089,,"""Goostrey Business Park, New Platt Lane, Allostock, Northwich CW4 8NN""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823028.287,-158771.1302,374854,370286,0.36,not owned by a public authority,yes,permissioned,full planning permission,15/11/2016|06/02/2017,,,5,"""Conversion of existing buildings to 5 dwellings""",,,,,,,"16/03425/FUL
15/04269/OUT",21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SHA/0106,,"""411 Manchester Road, Lostock Gralam, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819074.413,-164546.7945,368946,374945,0.7804,not owned by a public authority,yes,permissioned,full planning permission,29/01/2018,,,15,"""Residential development of 15 dwellings""",,,,,,,17/01434/FUL,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0002,,"""Eccleston Avenue (garage court), Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816867.123,-194987.2758,338457,376207,0.24,owned by a public authority,,not permissioned,,,,,9,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0003,,"""Overpool Road (garage court), Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816644.089,-194985.4943,338451,376485,0.23,owned by a public authority,,not permissioned,,,,,8,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0005,,"""The Sutton Way PH, Sutton Way, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817133.109,-195116.6692,338337,375869,0.28,not owned by a public authority,,not permissioned,,,,,14,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0006,,"""Sutton High School, Woodchurch Lane /Mill Lane, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816640.332,-195176.5334,338260,376480,1.39,owned by a public authority,,not permissioned,,,,,19,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0034,,"""Land at Chester Road, Ellesmere Port, CH66 3RJ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816623.667,-196117.7886,337319,376453,0.26,not owned by a public authority,,not permissioned,,,,,8,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0040,,"""Rivacre Business Centre, Mill Lane, Great Sutton, Ellesmere Port CH66 3TL""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816768.337,-195146.9721,338294,376322,1.37,owned by a public authority,,not permissioned,,,,,38,"""Offices vacant and proposed for demolition (prior approval not required).""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STR/0007,,"""Chester Road Garden Centre, Great Sutton, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818613.781,-195268.4516,338237,374016,1.17,not owned by a public authority,,not permissioned,,,,,28,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SUT/0004,,"""Garage Court, Carlyle Crescent, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817336.266,-195093.7352,338367,375617,0.28,not owned by a public authority,,not permissioned,,,,,10,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0020A,,"""Land at former Haulage Yard site, Chester Road, Oakmere, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823690.331,-177141.817,356524,368587,1.14,not owned by a public authority,yes,permissioned,full planning permission,29/07/2015,,,27,"""Erection of 27 dwellings and associated landscaping and parking. Demolition of existing buildings (Phase 2)""",,,,,,,10/01939/FUL,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0020B,,"""Land at former Haulage Yard site, off Shakerley Close, Oakmere, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823643.91,-177119.176,356545,368646,0.28,not owned by a public authority,yes,permissioned,outline planning permission,14/06/2016,,,5,"""Construction of five (5) dwellings""",,,,,,,15/03652/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0070,,"""Chester Road Nursery, Chester Road, Kelsall, CW6 0RN""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823947.92,-181900.2985,351779,368033,0.35,not owned by a public authority,yes,permissioned,full planning permission,12/06/2017,,,10,"""Residential development of 10 dwellings""",,,,,,,"13/03294/OUT, 17/00814/REM",30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0115,,"""Ottersbank Farm Fishpool Road Delamere Northwich Cheshire CW8 2HP""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824892.89,-176914.562,356793,367098,0.14,not owned by a public authority,yes,permissioned,full planning permission,27/02/2015,,,7,"""Conversion of existing office building to form seven residential dwellings (resubmission of 13/03068/FUL)""",,,,,,,"13/04028/FUL     13/03068/FUL
16/00218/FUL",21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0137,,"""The Gables, Chester Road, Oakmere, Northwich CW8 2HB""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823635.539,-177189.9504,356474,368653,0.32,not owned by a public authority,yes,permissioned,outline planning permission,07/12/2015,,,5,"""Residential development of five (5) dwellings""",,,,,,,15/04214/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAT/0026(a),TAT/0026,"""Beeston Cattle Auction site, Whitchurch Road, Beeston, Chester Cheshire""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3830763.45,-178627.0244,355287,359688,4.72,not owned by a public authority,,permissioned,outline planning permission,20/03/2015,,,103,"""Demolition of existing buildings and redevelopment of the site for up to 103 dwellings with associated open space and redevelopment of existing unused residential cottage for A1 Food Retail (retention of some existing Use Class B1, B2, B8 and Sui Generis uses on site) with associated access""",,,,,,,13/04149/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAT/0047(a),TAT/0047,"""Blackham Reclamation Yard, Tattenhall Road, Newton by Tattenhall, Chester, CH3 9QQ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3830044.302,-184401.3756,349493,360302,0.48,not owned by a public authority,yes,permissioned,reserved matters approval,31/03/2014|15/12/2016,,,25,"""Demolition of existing buildings and erection of  up to 25 dwellings, up to 700 sq.metres of office floor space (B1), access works and car parking and open space.""",,,,,,,"13/02120/OUT
16/03089/REM",21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAT/0090,,"""Land at The Oak Room, Tattenhall Road, Newton by Tattenhall, CH3 9BD""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3830026.958,-184555.9164,349338,360316,0.78,not owned by a public authority,yes,permissioned,full planning permission,20/09/2012,,,31,"""Demolition of buildings on site. Erection of 31 new dwellings. Demolition of modern additions to public house, refurbishment and extensions to side and rear with shop facility and bed and breakfast accommodation.""",,,,,,,12/02283/FUL,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAT/0097,,"""The former Oak Room Public House, Tattenhall Road, Newton By Tattenhall Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3830045.587,-184530.5424,349364,360294,0.16,not owned by a public authority,yes,permissioned,full planning permission,22/01/2016,,,5,"""Demolition of existing public house and erection of 5 affordable houses""",,,,,,,15/03391/FUL,21/12/2017,
