OrgURL,OrgLabel,SiteRefere,Previously,SiteNameAd,SiteplanUR,Coordinate,GeoX,GeoY,Hectares,OwnershipS,Deliverabl,PlanningSt,PermiType,PermiDate,PlanningHi,ProposedFo,MinNetDwel,Developmen,NonHousing,Part2,NetDwellin,NetDwell00,HazardousS,SiteInform,Notes,FirstAdded,LastUpdate,PlanningA1,PlanningA2,PlanningAu,SOURCE,MI_PRINX,EASTING,NORTHING
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,ROM4,n/a,"""Angel Way Retail Park, Romford (Former Decathlon site)""",https://www.havering.gov.uk/download/downloads/id/2975/map_romford_town_december_2018.pdf,ETRS89,0.178213,51.579021,0.99,Not owned by a public authority,yes,permissioned,full planning permssion,14/12/2009,,,350,"""P2246.07, P1443.15 & APP/B5480/A/09/2108065-New mixed use development of 350 residential units, 63 bed Hotel, ground floor mixed retail, basement car parking and new public square.""","""63 bed hotel, ground flloor mixed retail, basement car parking and new public square""",n/a,,,,,"""Approval implemented, however, construction has stalled and applicants have come back for pre-app discussions""",31/12/2018,31/12/2018,APPROVAL,Romford Town,Havering,LDD,5,551027,188932
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,ROM5,n/a,"""Bridge Close Estate, Romford""",https://www.havering.gov.uk/download/downloads/id/2975/map_romford_town_december_2018.pdf,ETRS89,0.180977,51.572522,3.13,Not owned by a public authority,yes,not permissioned,n/a,n/a,,,1033,"""Romford Strategic Development Area Site, application for 1067 units to be submitted in 2018""",n/a,n/a,,,,,"""The site is in multiple ownership comprising of 37 residential properties and 17 commercial interets""  Approx 34 per cent of land is council or joint venture owned.  Preperation is underway to use CPO""",31/12/2018,31/12/2018,ALLOCATION,Romford Town,Havering,SHLAA,8,551240,188215
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,ROM7,n/a,"""37-59 High Street, Romford""",https://www.havering.gov.uk/download/downloads/id/2975/map_romford_town_december_2018.pdf,ETRS89,0.178261,51.577006,0.32,Owned by a public authority,no,not permissioned,n/a,n/a,,,70,n/a,n/a,n/a,,,,,"""Site allocated in the Adopted Romford area Action PLan 2008 and is located within the Romford Strategic Development Area and has housing zone status as designated by the GLA""",31/12/2018,31/12/2018,ALLOCATION,Romford Town,Havering,SHLAA,13,551037,188708
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,ROM9,n/a,Station Gateway and Interchange Romford,https://www.havering.gov.uk/download/downloads/id/2975/map_romford_town_december_2018.pdf,ETRS89,0.182675,51.574235,2.24,Not owned by a public authority,no,not permissioned,n/a,n/a,,,670,n/a,n/a,n/a,,,,,"""Allocated in the Romford Area Action Plan 2008, Identified in Romford Town Centre Development Framework, Romford Strategic Development Area(GLA Housing zone designation)""",31/12/2018,31/12/2018,ALLOCATION,Romford Town,Havering,SHLAA,16,551352,188409
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,SQH1,n/a,"""Delta T.M.O, Elvet Avenie, Romford""",https://www.havering.gov.uk/download/downloads/id/2967/map_squirrels_heath_december_2018.pdf,ETRS89,0.212635,51.582954,2.29,Owned by a public authority,no,not permissioned,n/a,n/a,,,272,"""Council's 12 Estate Regeneration Site, demolition of existing building and loss of 223 units to yield a net total of 272 units""",n/a,n/a,,,,,,31/12/2018,31/12/2018,POTENTIAL DEVELOPMENT,Squirrels Heath,Havering,SHLAA,41,553369,189436
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STA1,n/a,"""Solar, Serina and Sunrise, Sunrise Avenue, Hornchurch""",https://www.havering.gov.uk/download/downloads/id/2966/map_st_andrews_december_2018.pdf,ETRS89,0.206793,51.556844,0.96,Owned by a public authority,yes,not permissioned,n/a,n/a,,,123,"""Council's 12 Estate Regeneration Site, loss of 55 units yielding a net total 123 units""",n/a,n/a,,,,,"""Planning application submission due April 2019, following pre-app discussions.  Council expecting development completion by 2021."" ",31/12/2018,31/12/2018,POTENTIAL DEVELOPMENT,St Andrews,Havering,SHLAA,39,553082,186528
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STA2,n/a,"""Dell Court, Ravenscourt Grove, Hornchurch""",https://www.havering.gov.uk/download/downloads/id/2966/map_st_andrews_december_2018.pdf,ETRS89,0.225361,51.557496,0.51,Owned by a public authority,no,not permissioned,n/a,n/a,,,51,"""Council's 12 Estate Regeneration Site, demolition of existing building and loss of 29 units to yield a net total 51 units""",n/a,n/a,,,,,Resident decant process started.  Council looking to complete development 2025.,31/12/2018,31/12/2018,POTENTIAL DEVELOPMENT,St Andrews,Havering,SHLAA,37,554364,186637
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STA3,n/a,"""Excel House, Hornminster Glen, Hornchurch""",https://www.havering.gov.uk/download/downloads/id/2966/map_st_andrews_december_2018.pdf,ETRS89,0.239644,51.558503,0.94,Not owned by a public authority,yes,permissioned,planning permission granted under an order,01/08/2017,,n/a,13,"""J0016.17-Prior approval for the change of use from office to residential to create 13 self-contained flats""",n/a,n/a,,,,,,31/12/2018,31/12/2018,APPROVAL,St Andrews,Havering,LDD,75,555353,186779
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH10,n/a,"""NR04/05 (165-193 New Road)""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.179329,51.523846,0.94,Not owned by a public authority,yes,pending decision,outline planning permission,n/a,,,102,"""P1057.17-Outline Planning application for the demolition of all buildings and redevlopment of the site for residential use providing up to 102 units with ancillary car parking, landscaping and access. (no. of units have been reassessed).""",n/a,n/a,,,,,Rainham and Beam Park Strategic Development Area and Housing Zone status as designated by GLA,31/12/2018,31/12/2018,ALLOCATION,South Hornchurch,Havering,SHLAA,23,551281,182798
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH11,n/a,"""Beam Parkway NR02/03""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.181202,51.523655,0.78,Not owned by a public authority,yes,permissioned,outline planning permission,28/10/2018,,,75,"""P1058.17-construction of 2no. two bed & 13no. three bed houses along with 18no. one bed, 36no.two bed and 8no. three bed flats""",n/a,n/a,,,,,,31/12/2018,31/12/2018,APPROVAL,South Hornchurch,Havering,SHLAA,24,551420,182775
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH13,n/a,A1306 Site NR11,https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.167059,51.526269,0.19,Not owned by a public authority,no,permissioned,outline planning permission,01/11/2017,,,21,"""P0782.17-Demolition of all buildings and redevlopment of the site for residential use providing up to 24 units with ancillary car parking, landscaping and access""",n/a,n/a,,,,,,31/12/2018,31/12/2018,APPROVAL,South Hornchurch,Havering,SHLAA,34,550428,183043
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH14,n/a,"""NR06A & NR068B (143 New Road & 149-153 New Road)""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.176624,51.524342,0.53,Not owned by a public authority,yes,permissioned,outline planning permission,17/08/2018,,,49,"""P1239.17-Outline planning application for the demolition of all buildings and redevlopment of the site for residential use providing nup to 35 units with ancillary car parking, landscaping and access and P0726.17""",n/a,n/a,,,,,"""Rainham and Beam Park Strategic Development Area and Housing Zones status (GLA Designation)""",31/12/2018,31/12/2018,APPROVAL,South Hornchurch,Havering,SHLAA,21,551103,182848
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH15,n/a,"""Suttons Industrial Park, New Road, Rainham""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.175258,51.523522,2.04,Not owned by a public authority,no,not permissioned,n/a,n/a,,,160,n/a,n/a,n/a,,,,,,31/12/2018,31/12/2018,ALLOCATION,South Hornchurch,Havering,SHLAA,46,551001,182751
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH16,n/a,"""Land bounded by New Zealand Way, Queenstown Gardens and Gisborne Gardens""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.192557,51.522549,7.9,Owned by a public authority,yes,permissioned,outline planning permission,01/10/2018,,n/a,30,"""P1004.18-Outline application with all matters reserved for the development of 30 new units of affordable housing comprising 2 bed and 3 bed houses with associated landscaping and carparking""",n/a,n/a,,,,,,31/12/2018,31/12/2018,APPROVAL,South Hornchurch,Havering,SHLAA,78,552209,182682
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH17,n/a,"""Rainham Steel, Kathryn House, Manor Way, Rainham""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.184916,51.521648,2.36,Not owned by a public authority,no,not permissioned,n/a,n/a,,n/a,250,n/a,n/a,n/a,,,,,,31/12/2018,31/12/2018,POTENTIAL DEVELOPMENT,South Hornchurch,Havering,SHLAA,81,551682,182566
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH2,n/a,"""Napier and New Plymouth House, Dunedin Road""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.185803,51.522405,0.78,Owned by a public authority,yes,not permissioned,n/a,n/a,,,96,"""Council Regeneration Site, loss of units yielding a net total 96 units""",n/a,n/a,,,,,"""Council's 12 Estate Regeneration Programme. Planning application expected April 2019.""",31/12/2018,31/12/2018,POTENTIAL DEVELOPMENT,South Hornchurch,Havering,SHLAA,11,551741,182652
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH3,n/a,Former Somerfield Depot New Road,https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.172857,51.523896,3.31,Not owned by a public authority,yes,permissioned,full planning permission,23/02/2017,,,497,"""P1813.11-Demolition of existing buildings and comprehensive development of the site comprising 170 sqm commercial floorspace within B1, retail and/or food and drink uses (A1 A2 A3 A4 & A5)and 497no no 1,2,3,4 and 5 bedroom residential units (C3)""","""170 sqm commercial floor space withIn B1, retail and or/food and drink uses.""",n/a,,,,,"""Pre-application advice sought""",31/12/2018,31/12/2018,APPROVAL,South Hornchurch,Havering,SHLAA,12,550838,182791
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH4,n/a,"""NR08 (89-101 New Road)""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.172602,51.525213,0.46,Not owned by a public authority,yes,permissioned,outline planning permission,28/08/2018,,,60,"""P1229.17-Outline planning application for the demolition of all buildings and redevelopment of the site for residential use providing up to 62 units with ancillary car parking, landscaping and access""",n/a,n/a,,,,,"""Rainham and Beam Park Strategic Development Area (SDA), Housing Zone Status GLA designation""",31/12/2018,31/12/2018,ALLOCATION,South Hornchurch,Havering,SHLAA,17,550816,182937
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH5,n/a,"""NR10 (35-43 New Road)",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.168325,51.526035,0.38,Not owned by a public authority,yes,permissioned,outline planning permission,08/10/2018,,,58,"""P1241.17-Outline planning application for the demolition of all buildings and redevlopment of the site for residential use providing up to 62 units with ancillary parking and, landscaping and access""",n/a,n/a,,,,,"""Rainham and Beam Park Straqtegic Development Area and Housing Zone Status (GLA designation)""",31/12/2018,31/12/2018,APPROVAL,South Hornchurch,Havering,SHLAA,18,550515,183020
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH6,n/a,"""NR09 (48-87 New Road)""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.170725,51.525598,1.13,Not owned by a public authority,yes,pending decision,,n/a,,,245,"""P0947.17 Outline planning application for the demolition of all buildings and redevelopment of the site for residential use providing up to 245 units with ancillary car parking, landscaping and access""",n/a,n/a,,,,,"""Rainham and Beam Park stategic Development Area and Housing Zone Status (GLA designation)""",31/12/2018,31/12/2018,SUBMITTED,South Hornchurch,Havering,SHLAA,19,550675,182976
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH7,n/a,"""Mudlands Industrial Estate, New Road, Rainham""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.182412,51.521663,4.02,Not owned by a public authority,no,not permissioned,n/a,n/a,,,310,n/a,n/a,n/a,,,,,"""Rainham and Beam Park strategic Development Area and Housing Zone Status (GLA designation)""",31/12/2018,31/12/2018,ALLOCATION,South Hornchurch,Havering,SHLAA,20,551517,182575
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,STHH9,n/a,"""A1306 site RW4B (148-192 New Road)""",https://www.havering.gov.uk/download/downloads/id/2974/map_south_hornchurch_december_2018.pdf,ETRS89,0.178069,51.523152,1.86,Not owned by a public authority,no,pending decision,n/a,n/a,,n/a,234,"""P1239.17-outline plannning application for redevelopment of the site for residential use providing up to 35 units with ancillary parking, landscaping and access""  ",n/a,n/a,,,,,,31/12/2018,31/12/2018,SUBMITTED,South Hornchurch,Havering,SHLAA,80,551683,182476
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,UPM1,n/a,"""Ockendon Kennels, Ockendon Road North, Ockendon""",https://www.havering.gov.uk/download/downloads/id/2970/map_upminster_december_2018.pdf,ETRS89,0.299984,51.542587,2.14,Not owned by a public authority,yes,pending decision,n/a,n/a,,n/a,14,"""P0862.18-Part demolition, extensions and alterations to the existing kennels and outbuildings to form 14 no. dwellings with associated parking, private amenity space and boundary treatment""",n/a,n/a,,,,,,31/12/2018,31/12/2018,SUBMITTED,Upminster,Havering,LDD,76,559591,185139
http://opendatacommunities.org/id/london-borough-council/havering,London Borough of Havering,UPM2,n/a,"""Station Approach, Upminster""",https://www.havering.gov.uk/download/downloads/id/2970/map_upminster_december_2018.pdf,ETRS89,0.258489,51.557108,1.31,Not owned by a public authority,yes,not permissioned,n/a,n/a,,n/a,100,n/a,n/a,n/a,,,,,"""Pre-application advice sought/Capacity assessment demonstrates a site capacity of 100 dwellings based on a series of pavillion blocks at 3-5 storeys""",31/12/2018,31/12/2018,POTENTIAL DEVELOPMENT,Upminster,Havering,SHLAA,77,556664,186664
