OrganisationURL,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinDetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
