field,value,count
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000129,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000128,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000127,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000126,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000125,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000124,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000123,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000122,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000121,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000120,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000119,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000118,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000117,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000116,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000115,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000114,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000113,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000112,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000111,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000110,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000109,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000108,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000107,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000106,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000105,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000104,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000103,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000102,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000101,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000100,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000099,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000098,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000097,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000096,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000095,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000094,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000093,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000092,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000091,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000090,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000089,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000088,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000087,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000086,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000085,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000084,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000083,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000082,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000081,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000080,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000079,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000078,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000077,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000076,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000075,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000074,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000073,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000072,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000071,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000070,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000069,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000068,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000067,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000066,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000065,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000064,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000063,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000062,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000061,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000060,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000059,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000057,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000056,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000055,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000054,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000053,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000052,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000051,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000050,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000049,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000239,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000238,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000237,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000236,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000235,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000234,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000233,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000232,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000231,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000230,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000229,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000228,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000227,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000226,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000225,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000224,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000223,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000222,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000221,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000220,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000218,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000217,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000216,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000215,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000214,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000213,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000212,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000211,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000210,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000209,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000208,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000207,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000206,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000205,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000204,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000203,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000202,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000201,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000200,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000199,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000197,2
OrganisationURI,http://opendatacommunities.org/id/district-council/ribble-valley,2
OrganisationURI,http://opendatacommunities.org/doc/district-council/bromsgrove,2
OrganisationURI,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=07/0343&ApplicationNumber=07%2F0343&AddressPrefix=&Postcode=&Submit=Search,2
OrganisationURI,BLR,2
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000268,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000267,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000266,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000265,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000264,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000263,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000262,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000261,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000260,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000259,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000258,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000257,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000256,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000255,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000254,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000253,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000252,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000251,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000250,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000249,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000248,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000247,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000246,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000245,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000244,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000243,1
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000242,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000073,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000072,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000071,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000070,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000069,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000068,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000067,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000066,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000065,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000064,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000063,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000062,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000061,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000060,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000059,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000058,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000057,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000056,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000055,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000054,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000053,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000052,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000051,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000050,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000049,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000048,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000047,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000046,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000045,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000044,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000043,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000042,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000041,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000039,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000038,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000037,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000035,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000034,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000033,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000031,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000030,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000029,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000028,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000027,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000026,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000025,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000024,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000023,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000022,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000021,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000020,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000019,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000018,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000017,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000015,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000014,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000012,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000011,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000010,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000009,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000008,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000007,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000005,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000052,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000051,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000050,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000049,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000047,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000046,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000045,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000044,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000043,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000042,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000041,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000040,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000039,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000038,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000037,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000036,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000035,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000034,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000033,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000031,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000030,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000029,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000028,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000027,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000026,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000025,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000024,1
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000023,1
OrganisationURI,http://opendatacommunities.org/id/districtcouncil/tonbridge-and-malling,1
OrganisationURI,http://opendatacommunities.org/id/district-council/fylde,1
OrganisationURI,http://opendatacommunities.org/id/district-council/east-hampshire,1
OrganisationURI,http://opendatacommunities.org/doc/national-park-authority/northumberland,1
OrganisationURI,http://opendatacommunities.org/doc/district-council/eppingforest,1
OrganisationURI,OrganisationURI,1
